#Station	ID_st	State	Name	No.records	Long	Lat	1_2013	2_2013	3_2013	4_2013	5_2013	6_2013	7_2013	8_2013	9_2013	10_2013	11_2013	12_2013	1_2014	2_2014	3_2014	4_2014	5_2014	6_2014	7_2014	8_2014	9_2014	10_2014	11_2014	12_2014	1_2015	2_2015	3_2015	4_2015	5_2015	6_2015	7_2015	8_2015	9_2015	10_2015	11_2015	12_2015	1_2016	2_2016	3_2016	4_2016	5_2016	6_2016	7_2016	8_2016	9_2016	10_2016	11_2016	12_2016	1_2017	2_2017	3_2017	4_2017	5_2017	6_2017	7_2017	8_2017	9_2017	10_2017	11_2017	12_2017	1_2018	2_2018	3_2018	4_2018	5_2018	6_2018	7_2018	8_2018	9_2018	10_2018	11_2018	12_2018	1_2019	2_2019	3_2019	4_2019	5_2019	6_2019	7_2019	8_2019	9_2019	10_2019	11_2019	12_2019	1_2020	2_2020	3_2020	4_2020	5_2020	6_2020	7_2020	8_2020	9_2020	10_2020	11_2020	12_2020	1_2021	2_2021	3_2021	4_2021	5_2021	6_2021	7_2021	8_2021	9_2021	10_2021	11_2021	12_2021	1_2022	2_2022	3_2022	4_2022	5_2022	6_2022	7_2022	8_2022	9_2022	10_2022	11_2022	12_2022	1_2023	2_2023	3_2023	4_2023	5_2023	6_2023	7_2023	8_2023	9_2023	10_2023	11_2023	12_2023	1_2024	2_2024	3_2024	4_2024	5_2024	6_2024	7_2024	8_2024	9_2024	10_2024	11_2024	12_2024	1_2025	2_2025	3_2025	4_2025	5_2025	6_2025	7_2025	8_2025	9_2025	10_2025	11_2025	12_2025	1_2026	2_2026	3_2026	4_2026	5_2026	Unnamed: 168
CIHJL	(1099)	JAL	CIHUATLAN	124	-104.57	19.23	-99.0	-99.0	0.1	-99.0	-99.0	-99.0	118.4	-99.0	510.9	53.3	163.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	515.01	51.53	246.4	581.21	50.81	165.5	10.0	0.1	77.0	310.6	0.1	2.0	56.1	100.1	65.6	245.1	741.9	10.6	7.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	2.5	0.0	0.0	0.0	0.0	171.7	-99.0	171.1	107.08	518.05	84.0	-99.0	0.0	0.0	0.0	0.0	0.01	12.28	215.2	132.64	488.24	126.92	20.6	0.02	69.1	23.1	0.0	0.0	0.01	49.4	106.35	813.41	173.0200002	-99.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	455.18	74.72	490.7	183.6	110.6	0.0	0.0	0.0	0.1	0.0	0.0	0.0	136.0	-99.0	267.1	156.9	244.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.1	79.93	96.11	118.5	266.42	0.0	6.0	0.0	10.51	0.0	0.0	0.0	100.81	172.86	199.92	588.98	57.5	2.6	0.0	0.0	0.0	0.0	0.0	31.0	287.6	57.2	22.83	176.8	72.1	0.0	24.3	0.0	0.0	0.0	0.0	0.0	
LDMJL	(1100)	JAL	LAGOS DE MORENO	100	-101.92	21.36	-99.0	-99.0	0.0	-99.0	-99.0	77.7	217.3	64.5	135.9	20.3	-99.0	-99.0	-99.0	0.0	3.2	-99.0	73.4	149.0	128.21	54.9	73.0	86.3	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	5.1	15.8	0.0	6.5	70.9	256.61	-99.0	157.3	218.22	79.05	56.8	0.5	31.02	0.51	0.0	0.4	3.43	58.99	175.3	77.94	52.36	62.16	28.6	0.0	5.6	15.21	1.0	6.0	-99.0	71.0	89.05	109.85	72.83000019	-99.0	0.0	-99.0	1.3	0.0	0.0	5.5	57.4	81.12	75.43	152.6	230.2	26.6	0.0	3.8	0.3	0.3	0.0	-99.0	5.54	17.0	-99.0	203.8	31.0	25.52	5.01	0.0	0.0	0.0	0.0	0.0	0.01	-99.0	30.75	95.51	78.0	79.0	-99.0	-99.0	1.5	7.5	-99.0	0.0	3.01	79.51	186.84	98.53	121.91	1.82	-99.0	-99.0	5.0	-99.0	0.0	0.01	58.01	163.21	116.93	162.2	138.31	5.1	-99.0	-99.0	8.1	-99.0	0.51	-99.0	-99.0	
CALMX	(1101)	MEX	CALIXTLAHUACA	111	-99.7	19.33	-99.0	-99.0	0.7	17.9	-99.0	81.7	143.1	98.5	156.9	67.2	24.7	-99.0	-99.0	1.51	0.22	21.34	37.21	192.6	147.43	186.7	106.93	61.38	25.8	47.3	0.0	30.3	66.9	47.3	152.4	89.8	178.7	176.6	212.9	18.4	19.8	-99.0	-99.0	8.2	9.0	13.7	85.6	216.2	159.2	193.7	114.4	21.6	61.5	22.3	0.5	3.0	19.8	15.5	46.0	71.7	174.9	159.9	155.0	23.7	3.0	-99.0	0.0	24.1	2.2	32.0	-99.0	192.61	-99.0	175.2	118.55	64.23	52.82	-99.0	6.5	6.92	10.51	28.01	19.51	136.14	124.4	102.24	116.11	78.7	53.5	-99.0	1.0	5.31	61.0	49.4	50.2	64.7	164.95	167.73	109.7300001	-99.0	0.0	-99.0	2.2	-99.0	38.01	27.5	-99.0	113.75	71.44	-99.0	115.7	77.8	2.02	-99.0	21.82	1.8	1.0	48.0	-99.0	189.1	-99.0	139.1	71.5	68.33	26.15	-99.0	0.0	0.0	23.91	-99.0	50.64	49.2	188.02	151.28	69.0	23.22	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
SLBMX	(1102)	MEX	SAN BARTOLO DEL LLANO	117	-99.7	19.6	-99.0	-99.0	2.0	7.0	26.5	86.5	146.5	124.5	189.5	31.5	14.0	-99.0	-99.0	1.0	0.5	9.5	70.5	169.0	132.5	178.0	148.0	70.5	23.0	0.0	0.0	11.0	77.0	45.5	145.0	111.5	158.5	108.0	191.5	11.0	12.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	12.5	9.01	17.5	29.0	235.0	-99.0	199.0	134.53	65.04	68.52	-99.0	0.5	2.5	4.0	15.5	2.5	123.5	171.5	71.0	76.4	168.5	70.5	-99.0	2.5	15.0	36.0	12.0	-99.0	36.0	100.0	146.0	58.0	-99.0	0.0	-99.0	1.0	0.0	15.0	16.0	-99.0	74.01	135.0	217.0	206.0	76.0	0.0	-99.0	1.0	9.0	4.0	28.0	21.0	53.0	-99.0	153.0	127.0	36.0	-99.0	-99.0	0.0	1.01	10.01	-99.0	104.0	28.0	175.0	142.0	26.0	39.0	65.0	-99.0	2.0	-99.0	0.0	3.04	8.05	120.0	279.0	253.0	239.0	40.02	8.0	-99.0	28.0	24.0	0.0	0.0	-99.0	247.7	195.0	254.0	184.0	35.0	0.0	-99.0	13.0	1.0	21.0	67.0	100.0	
SMLMX	(1103)	MEX	SANTA MARIA DEL LLANO	136	-99.8	19.63	-99.0	-99.0	8.0	17.0	63.0	107.0	262.0	130.0	-99.0	-99.0	-99.0	-99.0	-99.0	2.02	12.02	-99.0	219.03	129.03	150.05	146.51	139.05	150.0	9.0	24.0	2.0	15.1	98.0	39.0	231.1	142.1	269.0	187.1	-99.0	48.1	35.0	-99.0	17.0	12.0	41.0	29.0	109.0	174.0	159.0	332.0	-99.0	9.0	37.0	-99.0	0.0	5.0	-99.0	15.0	125.7	134.0	217.0	254.0	173.0	50.0	17.0	-99.0	11.0	99.0	15.01	112.0	69.0	247.02	-99.0	351.0	198.0	131.01	91.0	-99.0	6.01	9.0	15.01	52.01	30.05	229.02	327.0	160.01	106.0	158.2	109.0	-99.0	20.0	35.01	100.0	63.0	56.03	141.0	275.01	396.01	180.02	-99.0	2.0	-99.0	10.0	13.0	76.02	106.0	97.0	267.01	242.0	292.0	295.0	136.0	2.0	-99.0	41.01	49.0	21.0	88.0	84.1	153.0	-99.0	277.0	118.5	154.1	71.0	-99.0	9.0	27.0	85.0	-99.0	183.0	85.01	331.0	305.0	78.0	132.0	91.0	-99.0	22.0	25.0	0.0	55.02	77.0	199.0	273.0	387.0	289.0	67.0	46.0	-99.0	39.0	106.0	-99.0	-99.0	110.9	222.5	137.3	106.9	144.6	23.3	0.0	-99.0	17.5	0.0	35.7	81.2	102.8	
TESMX	(1104)	MEX	TEXCALTITLAN	123	-99.94	18.93	-99.0	-99.0	4.5	39.6	86.6	205.1	182.9	195.0	284.4	69.6	52.8	-99.0	-99.0	0.6	0.21	6.35	239.95	221.32	196.81	200.83	222.52	116.52	-99.0	-99.0	0.0	14.2	83.1	4.6	232.9	171.0	133.5	110.4	185.4	151.5	19.4	-99.0	-99.0	17.2	39.8	16.9	94.5	247.7	204.6	250.3	227.2	96.4	63.4	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	6.6	9.1	31.5	-99.0	273.52	-99.0	183.0	137.83	125.64	108.82	-99.0	1.9	15.8	2.8	0.0	61.7	180.01	176.8	145.53	235.22	227.95	25.3	-99.0	12.8	8.3	11.3	37.0	-99.0	166.5	221.4	211.33	207.0500004	-99.0	14.42	-99.0	0.3	0.4	5.6	16.6	-99.0	242.41	155.12	123.4	232.4	80.4	5.5	12.1	34.71	0.0	0.0	9.8	62.81	183.8	-99.0	189.4	278.6	60.92	20.8	-99.0	0.8	0.0	-99.0	-99.0	83.11	38.51	184.5	195.9	65.6	174.42	121.11	-99.0	1.9	-99.0	-99.0	0.0	-99.0	252.92	270.21	270.42	263.21	69.31	10.1	-99.0	64.3	21.1	0.0	1.3	-99.0	351.5	92.8	152.3	171.12	77.3	3.8	-99.0	61.3	23.92	68.4	82.01	149.11	
ADUMC	(1105)	MICH	ADJUNTAS	95	-102.2	17.97	-99.0	-99.0	11.8	0.0	43.5	-99.0	203.8	153.1	-99.0	29.6	-99.0	0.0	-99.0	0.0	0.0	0.01	-99.0	-99.0	108.6	-99.0	131.32	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	10.0	3.0	2.6	0.0	9.5	120.3	163.3	162.5	170.2	49.2	35.9	15.8	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	13.2	16.9	0.0	0.0	54.2	155.31	-99.0	280.8	205.61	91.8	41.3	5.5	3.0	0.0	0.0	0.0	3.02	60.72	204.8	192.91	-99.0	-99.0	4.7	1.01	1.0	33.3	1.5	0.0	0.01	78.9	125.02	177.6	80.01	-99.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	123.41	103.03	60.0	24.5	8.8	26.8	0.0	20.5	0.0	0.0	1.0	132.91	348.0	294.2	141.5	13.2	0.0	2.5	0.0	0.0	-99.0	0.0	0.0	195.0	152.4	159.3	-99.0	30.1	2.0	9.6	35.7	0.0	5.2	45.71	75.4	
CUTMR	(1106)	MOR	CUAUTLITA	100	-99.38	18.7	-99.0	-99.0	3.2	-99.0	-99.0	201.6	199.7	154.5	261.3	78.2	15.4	-99.0	-99.0	0.0	-99.0	25.81	111.53	-99.0	101.24	178.0	317.0	149.13	-99.0	-99.0	0.0	0.0	22.1	0.0	92.0	200.2	41.1	140.4	243.5	57.0	32.5	-99.0	14.6	0.0	7.9	13.5	68.5	304.4	321.2	242.7	215.6	6.7	64.7	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	9.0	0.0	3.22	178.5	278.01	160.65	163.2299996	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	324.0	40.6	0.01	0.0	0.01	0.0	0.0	18.8	48.91	183.9	-99.0	188.4	268.3	104.32	14.21	0.01	0.0	0.0	0.02	6.02	41.35	14.03	279.74	124.82	41.5	72.2	54.91	0.0	0.0	12.4	0.0	0.0	5.6	190.32	407.71	368.02	421.95	59.41	0.0	0.0	11.5	5.8	0.0	8.91	223.4	-99.0	106.82	280.05	319.86	67.2	0.0	0.0	-99.0	0.0	-99.0	19.42	30.93	
OAXMR	(1107)	MOR	OAXTEPEC	127	-98.9	18.9	-99.0	-99.0	13.0	0.0	-99.0	99.5	129.6	198.8	237.1	114.0	74.1	4.3	-99.0	0.0	0.0	4.81	196.84	378.81	126.32	124.7	264.41	166.51	-99.0	-99.0	0.0	3.8	32.1	12.8	76.7	178.6	169.2	137.2	250.8	82.5	71.3	-99.0	23.1	0.0	39.6	58.2	64.7	234.3	224.7	213.4	127.0	80.3	41.7	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	0.0	39.5	43.3	401.01	-99.0	230.3	131.1	124.8	51.0	0.0	0.0	0.5	3.0	-99.0	26.51	241.2	143.1	123.1	228.5	140.4	19.6	0.0	0.0	4.5	1.3	1.0	16.0	176.9	148.72	212.82	227.0099995	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	450.0	45.5	9.0	0.0	6.5	2.1	0.0	29.4	3.5	149.0	-99.0	271.6	250.0	62.01	0.0	0.5	4.0	0.0	6.0	18.0	26.0	29.8	190.11	158.2	137.0	141.2	41.0	3.0	0.0	16.9	0.0	0.0	66.6	202.0	249.2	130.1	404.3	87.04	2.0	0.0	42.0	4.8	0.0	-99.0	151.0	190.52	149.54	183.59	230.54	115.5	0.0	1.01	1.5	0.0	19.5	-99.0	114.02	
TLCMR	(1108)	MOR	TLACUALERA	115	-98.94	18.62	-99.0	-99.0	23.8	0.0	-99.0	98.2	-99.0	126.9	306.0	99.8	-99.0	-99.0	-99.0	-99.0	2.9	16.03	144.34	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.3	187.6	64.6	71.0	208.9	124.9	304.0	247.0	38.2	51.8	-99.0	0.0	0.0	18.7	25.2	55.3	170.2	300.7	299.9	306.2	60.5	0.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	226.1	280.0	172.15	149.32	0.02	8.01	1.02	1.0	0.0	19.52	246.0	269.5	92.49	229.26	276.6	62.1	0.0	2.8	13.91	7.3	13.0	41.83	197.3	263.35	222.82	256.2200006	-99.0	16.61	0.0	8.5	0.0	0.01	2.5	102.0	225.08	205.2	217.3	101.7	143.4	4.0	0.0	17.31	0.5	0.0	7.0	3.02	79.0	-99.0	291.1	122.4	4.03	0.01	1.5	0.0	0.0	2.0	0.01	37.43	-99.0	-99.0	234.48	53.2	236.52	109.03	-99.0	-99.0	28.01	-99.0	0.0	-99.0	218.76	309.38	202.15	-99.0	-99.0	0.0	0.0	18.0	10.4	3.5	0.0	216.03	419.95	319.49	247.91	240.78	-99.0	0.0	23.71	0.0	-99.0	-99.0	29.02	46.44	
TMCMR	(1109)	MOR	TEMOAC	121	-98.79	18.78	-99.0	-99.0	6.0	0.0	-99.0	115.2	-99.0	151.8	208.3	119.4	47.0	0.0	-99.0	0.0	0.0	-99.0	117.0	394.3	132.8	80.3	213.8	161.0	-99.0	-99.0	0.0	0.0	78.7	10.0	73.0	122.2	47.7	198.6	168.0	51.5	67.5	-99.0	16.3	0.0	75.1	40.7	54.5	258.7	228.1	211.0	156.6	28.5	12.4	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	-99.0	0.0	41.8	87.6	299.3	-99.0	218.2	114.41	77.5	25.0	0.0	0.0	0.0	0.0	0.0	1.5	213.6	71.9	209.0	227.1	127.1	0.7	0.0	0.0	6.4	4.8	1.0	15.5	103.3	64.01	91.6	367.1999999	-99.0	0.5	0.0	1.0	0.0	0.0	1.0	29.5	-99.0	95.51	-99.0	20.0	63.5	0.01	0.0	29.0	0.0	0.0	34.6	1.5	61.7	-99.0	142.1	96.3	0.02	0.0	1.9	0.0	0.0	0.01	1.7	92.1	16.0	198.21	176.7	68.8	-99.0	13.21	0.5	19.4	7.7	0.0	0.0	-99.0	-99.0	-99.0	176.6	-99.0	44.7	-99.0	0.0	4.5	-99.0	-99.0	-99.0	-99.0	-99.0	136.3	237.4	284.3	129.0	-99.0	11.5	-99.0	-99.0	-99.0	-99.0	19.11	
YECMR	(1110)	MOR	YECAPIXTLA	31	-98.9	18.9	-99.0	-99.0	4.2	0.0	-99.0	78.3	149.9	120.7	210.7	89.1	26.9	-99.0	-99.0	0.0	0.5	14.32	118.54	327.23	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	0.0	0.0	23.7	9.53	193.1	-99.0	205.2	180.7	46.51	0.0	0.0	0.0	-99.0	-99.0	-99.0	29.51	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	4.0	0.0	-99.0	0.0	12.6	-99.0	52.8	
PJMTP	(1111)	TAMPS	PRESA PEDRO J. MENDEZ	157	-99.55	24.23	-99.0	-99.0	22.0	3.8	212.3	65.3	52.4	137.3	627.7	32.6	38.7	8.3	-99.0	5.42	78.81	27.6	143.63	37.02	91.8	22.51	399.4	72.8	30.5	28.8	16.2	24.3	79.3	39.9	-99.0	249.1	8.9	58.0	75.8	144.6	20.1	1.8	36.1	0.2	39.0	12.3	125.8	116.1	28.6	222.5	165.6	141.9	48.1	1.8	5.4	23.6	74.7	116.8	51.3	92.8	74.0	130.0	110.6	147.4	8.4	7.2	18.7	10.5	10.7	120.3	144.0	105.6	-99.0	11.1	395.3	84.8	13.0	7.3	20.9	2.2	50.1	0.7	47.53	225.23	70.9	22.71	235.3	68.61	39.1	10.8	3.8	1.3	40.0	29.3	64.2	190.2	31.5	28.6	272.7999922	-99.0	1.9	0.8	3.8	7.3	20.01	8.5	54.8	214.7	61.21	96.5	212.9	75.0	69.72	3.9	5.11	16.8	0.0	28.8	35.9	67.8	-99.0	70.1	295.9	24.81	39.62	1.55	2.51	1.81	15.62	77.1	156.62	71.7	11.2	54.9	84.1	52.53	46.31	17.1	1.21	22.0	4.6	9.2	28.8	549.8	196.8	176.01	409.3	70.4	26.5	24.5	9.8	7.3	20.6	1.0	56.0	264.71	112.32	181.22	336.02	65.4	8.6	1.42	6.4	0.0	4.32	122.61	160.44	
PVLTP	(1112)	TAMPS	PUERTO DE VALLES	155	-99.58	24.18	-99.0	-99.0	9.5	36.9	48.9	60.0	105.4	163.6	773.7	13.9	55.9	-99.0	-99.0	5.53	75.94	34.4	250.41	76.44	73.41	27.32	664.32	95.21	36.5	29.8	41.6	29.4	85.7	43.2	233.7	303.8	30.8	55.8	85.9	158.1	16.3	0.8	34.4	0.2	60.7	22.9	91.3	122.6	47.5	232.4	335.4	222.3	79.4	8.4	10.3	15.3	117.3	30.2	60.9	53.2	108.1	110.2	157.1	230.3	6.4	19.3	22.4	15.3	8.8	113.1	118.3	73.5	-99.0	69.4	398.8	117.4	33.3	5.7	21.7	3.5	49.2	9.2	12.9	56.7	49.3	58.4	208.9	68.0	36.4	8.8	11.1	6.5	17.4	19.5	44.4	177.3	58.7	108.9	319.8000002	-99.0	5.3	1.2	15.2	15.4	19.5	19.1	59.9	171.8	61.1	38.6	100.3	118.9	45.51	3.6	7.02	16.2	0.3	33.7	19.3	64.2	-99.0	119.1	225.5	26.31	32.0	2.11	1.1	2.11	14.5	52.4	23.0	-99.0	-99.0	42.2	51.8	32.11	50.51	9.2	1.4	2.6	16.9	16.6	32.7	807.01	297.7	59.5	391.11	42.7	9.7	28.3	8.8	4.8	65.2	0.5	73.2	287.4	59.32	99.7	264.6	150.8	45.2	59.41	8.7	0.0	19.5	223.02	170.8	
LANVC	(1113)	VER	LAS ANIMAS	13	-96.9	19.52	-99.0	-99.0	44.0	26.8	46.2	328.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	30.0	39.0	42.0	232.5	269.5	143.5	179.51	266.0	145.5	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
CANYC	(1114)	YUC	CANTAMAYEN	157	-89.58	20.5	-99.0	-99.0	0.0	55.6	51.2	404.1	144.6	238.1	250.1	78.7	141.4	26.1	-99.0	25.0	36.0	31.0	285.3	145.7	219.8	155.8	107.3	265.8	77.4	5.1	39.8	106.3	15.0	0.0	45.4	152.3	112.1	133.5	225.4	173.1	152.3	17.4	8.2	48.5	60.7	13.3	50.3	187.3	88.8	118.9	105.3	57.5	26.0	70.8	11.4	0.0	1.0	59.1	30.9	196.5	128.6	217.6	166.6	193.1	10.2	11.0	35.0	3.8	18.0	65.5	113.8	132.5	-99.0	309.0	222.6	92.0	21.0	10.0	124.5	54.7	19.8	0.0	117.5	54.0	210.9	84.5	90.0	145.1	38.4	40.1	12.5	1.0	0.0	39.4	83.9	584.3	50.5	135.7	182.5999999	-99.0	95.9	32.4	44.8	21.5	0.0	10.0	129.0	193.0	110.9	227.3	190.5	27.5	59.1	61.0	134.8	66.5	42.5	147.5	202.0	237.5	-99.0	213.7	214.9	129.5	98.0	43.6	52.7	11.7	35.0	0.0	71.5	72.3	119.0	144.5	230.0	54.7	45.0	104.4	76.7	26.3	1.2	13.5	0.0	586.3	67.9	284.0	255.3	235.4	62.8	32.5	18.7	136.1	14.5	5.4	30.2	225.2	158.1	287.2	281.6	205.5	62.5	50.4	50.0	1.0	60.3	-99.0	76.7	
RLAYC	(1115)	YUC	R.LAGARTO	82	-88.15	21.59	-99.0	-99.0	0.0	17.2	78.0	77.2	74.6	112.7	-99.0	73.9	89.9	57.4	-99.0	9.2	10.1	0.0	100.5	101.7	57.9	21.9	62.4	117.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	14.0	1.3	0.0	39.9	90.4	131.81	-99.0	80.6	93.01	40.2	25.2	5.6	36.01	36.71	56.1	6.8	5.3	54.8	75.6	42.9	94.81	89.11	135.7	5.62	64.7	5.5	0.0	7.8	148.62	333.2	174.22	151.51	62.50000049	-99.0	114.21	26.8	13.6	78.9	43.1	2.8	123.8	201.61	36.61	11.7	89.2	17.0	1.43	20.6	39.61	98.7	0.0	0.0	142.5	218.7	-99.0	167.8	176.5	87.51	65.72	109.8	30.11	8.9	37.4	-99.0	0.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	
